job_posting_id,small_pred_rank,pred_small_category,pred_small_score,rank,score,job_role_name,job_role_id,large_category,mid_category,small_category
335990,1,인공지능,0.6415325403213501,2,0.5566803216934204,인공지능플랫폼구축,20010701,정보통신,정보기술,인공지능
335990,1,인공지능,0.6415325403213501,3,0.5535600185394287,인공지능모델링,20010703,정보통신,정보기술,인공지능
336000,1,인공지능,0.5883474946022034,1,0.6126149892807007,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
336000,1,인공지능,0.5883474946022034,2,0.5353395938873291,인공지능모델링,20010703,정보통신,정보기술,인공지능
336000,1,인공지능,0.5883474946022034,3,0.5131058096885681,인공지능서비스구현,20010705,정보통신,정보기술,인공지능
336533,1,인공지능,0.6767250895500183,1,0.6622769236564636,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
336533,1,인공지능,0.6767250895500183,2,0.6518625617027283,인공지능플랫폼구축,20010701,정보통신,정보기술,인공지능
336533,1,인공지능,0.6767250895500183,3,0.6238292455673218,인공지능모델링,20010703,정보통신,정보기술,인공지능
336824,1,인공지능,0.7488176226615906,1,0.7423526048660278,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
336824,1,인공지능,0.7488176226615906,2,0.7303372621536255,인공지능서비스구현,20010705,정보통신,정보기술,인공지능
336824,1,인공지능,0.7488176226615906,3,0.7201990485191345,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
337343,1,인공지능,0.7077706456184387,1,0.7140047550201416,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
337343,1,인공지능,0.7077706456184387,2,0.6556525230407715,인공지능플랫폼구축,20010701,정보통신,정보기술,인공지능
337343,1,인공지능,0.7077706456184387,3,0.6320328712463379,인공지능모델링,20010703,정보통신,정보기술,인공지능
337842,1,인공지능,0.6143312454223633,1,0.6463981866836548,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
337842,1,인공지능,0.6143312454223633,2,0.5867741107940674,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
337842,1,인공지능,0.6143312454223633,3,0.5503487586975098,인공지능모델링,20010703,정보통신,정보기술,인공지능
337981,1,인공지능,0.5915955305099487,1,0.5501021146774292,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
337981,1,인공지능,0.5915955305099487,2,0.5448135137557983,인공지능모델링,20010703,정보통신,정보기술,인공지능
