job_posting_id,rank,job_role_id,score,job_role_name,large_category,mid_category,small_category
337981,1,20010706,0.5501019358634949,인공지능학습데이터구축,정보통신,정보기술,인공지능
337981,2,20010703,0.5448135137557983,인공지능모델링,정보통신,정보기술,인공지능
337981,3,20010707,0.5222525000572205,생성형AI엔지니어링,정보통신,정보기술,인공지능
338042,1,20010706,0.6223692893981934,인공지능학습데이터구축,정보통신,정보기술,인공지능
338042,2,20010701,0.5823322534561157,인공지능플랫폼구축,정보통신,정보기술,인공지능
338042,3,20010707,0.5689507126808167,생성형AI엔지니어링,정보통신,정보기술,인공지능
338044,1,20010707,0.7064992189407349,생성형AI엔지니어링,정보통신,정보기술,인공지능
338044,2,20010706,0.696922242641449,인공지능학습데이터구축,정보통신,정보기술,인공지능
338044,3,20010701,0.675078272819519,인공지능플랫폼구축,정보통신,정보기술,인공지능
338308,1,20010706,0.781745195388794,인공지능학습데이터구축,정보통신,정보기술,인공지능
338308,2,20010701,0.707750141620636,인공지능플랫폼구축,정보통신,정보기술,인공지능
338308,3,20010703,0.7037831544876099,인공지능모델링,정보통신,정보기술,인공지능
338500,1,20010706,0.6690073609352112,인공지능학습데이터구축,정보통신,정보기술,인공지능
338500,2,20010703,0.6250649690628052,인공지능모델링,정보통신,정보기술,인공지능
338500,3,20010704,0.5971461534500122,인공지능서비스운영관리,정보통신,정보기술,인공지능
339129,1,20010705,0.6448490619659424,인공지능서비스구현,정보통신,정보기술,인공지능
339129,2,20010701,0.644836962223053,인공지능플랫폼구축,정보통신,정보기술,인공지능
339129,3,20010702,0.6424868106842041,인공지능서비스기획,정보통신,정보기술,인공지능
339441,1,20010706,0.4761451482772827,인공지능학습데이터구축,정보통신,정보기술,인공지능
339441,2,20010703,0.4514818787574768,인공지능모델링,정보통신,정보기술,인공지능
339441,3,20010707,0.4264090359210968,생성형AI엔지니어링,정보통신,정보기술,인공지능
340061,1,20010706,0.7011722326278687,인공지능학습데이터구축,정보통신,정보기술,인공지능
340061,2,20010703,0.6745721101760864,인공지능모델링,정보통신,정보기술,인공지능
340061,3,20010702,0.6574441194534302,인공지능서비스기획,정보통신,정보기술,인공지능
340291,1,20010706,0.7338818907737732,인공지능학습데이터구축,정보통신,정보기술,인공지능
340291,2,20010707,0.6755129098892212,생성형AI엔지니어링,정보통신,정보기술,인공지능
340291,3,20010703,0.6645493507385254,인공지능모델링,정보통신,정보기술,인공지능
340342,1,20010706,0.4580909311771393,인공지능학습데이터구축,정보통신,정보기술,인공지능
340342,2,20010707,0.38353231549263,생성형AI엔지니어링,정보통신,정보기술,인공지능
340342,3,20010703,0.3318212628364563,인공지능모델링,정보통신,정보기술,인공지능
340343,1,20010706,0.5767533183097839,인공지능학습데이터구축,정보통신,정보기술,인공지능
340343,2,20010707,0.558281660079956,생성형AI엔지니어링,정보통신,정보기술,인공지능
340343,3,20010703,0.49743032455444336,인공지능모델링,정보통신,정보기술,인공지능
340631,1,20010706,0.5899194478988647,인공지능학습데이터구축,정보통신,정보기술,인공지능
340631,2,20010703,0.5607606172561646,인공지능모델링,정보통신,정보기술,인공지능
340631,3,20010704,0.5570167303085327,인공지능서비스운영관리,정보통신,정보기술,인공지능
340936,1,20010701,0.7469057440757751,인공지능플랫폼구축,정보통신,정보기술,인공지능
340936,2,20010705,0.7122673988342285,인공지능서비스구현,정보통신,정보기술,인공지능
340936,3,20010707,0.6966561079025269,생성형AI엔지니어링,정보통신,정보기술,인공지능
K131212601230044,1,20010706,0.6772469282150269,인공지능학습데이터구축,정보통신,정보기술,인공지능
K131212601230044,2,20010703,0.6461161375045776,인공지능모델링,정보통신,정보기술,인공지능
K131212601230044,3,20010707,0.6332982182502747,생성형AI엔지니어링,정보통신,정보기술,인공지능
K162212601190005,1,20010706,0.6104307174682617,인공지능학습데이터구축,정보통신,정보기술,인공지능
K162212601190005,2,20010703,0.6055002212524414,인공지능모델링,정보통신,정보기술,인공지능
K162212601190005,3,20010701,0.5847427845001221,인공지능플랫폼구축,정보통신,정보기술,인공지능
00171097,1,20010706,0.6488733291625977,인공지능학습데이터구축,정보통신,정보기술,인공지능
00171097,2,20010707,0.6411166787147522,생성형AI엔지니어링,정보통신,정보기술,인공지능
00171097,3,20010701,0.6306297183036804,인공지능플랫폼구축,정보통신,정보기술,인공지능
151639,1,20010706,0.5722972750663757,인공지능학습데이터구축,정보통신,정보기술,인공지능
151639,2,20010707,0.5472080707550049,생성형AI엔지니어링,정보통신,정보기술,인공지능
151639,3,20010703,0.5431931018829346,인공지능모델링,정보통신,정보기술,인공지능
151961,1,20010706,0.7247639298439026,인공지능학습데이터구축,정보통신,정보기술,인공지능
151961,2,20010705,0.7148748636245728,인공지능서비스구현,정보통신,정보기술,인공지능
151961,3,20010703,0.713882565498352,인공지능모델링,정보통신,정보기술,인공지능
2000001249694,1,20010701,0.6020823121070862,인공지능플랫폼구축,정보통신,정보기술,인공지능
2000001249694,2,20010707,0.5711365342140198,생성형AI엔지니어링,정보통신,정보기술,인공지능
2000001249694,3,20010706,0.5707588195800781,인공지능학습데이터구축,정보통신,정보기술,인공지능
216010,1,20010706,0.7077333331108093,인공지능학습데이터구축,정보통신,정보기술,인공지능
216010,2,20010703,0.6988492012023926,인공지능모델링,정보통신,정보기술,인공지능
